id,raw_snap_id,name,year,category,institution
2285,103110,Paper_103110,1995,String Theory,ETH Zurich
2286,103111,Paper_103111,1998,String Theory,Cambridge
2287,103113,Paper_103113,1999,Quantum Gravity,Oxford
2288,103121,Paper_103121,1996,Cosmology,CERN
2289,103122,Paper_103122,2003,Cosmology,Stanford
2290,103123,Paper_103123,1999,Particle Physics,ETH Zurich
2291,103124,Paper_103124,1993,Particle Physics,Max Planck
2292,103125,Paper_103125,1993,Quantum Gravity,Harvard
2293,103126,Paper_103126,2003,Cosmology,Stanford
2294,103127,Paper_103127,1998,High Energy Physics,Princeton
2295,103137,Paper_103137,1999,Astrophysics,Stanford
2296,103138,Paper_103138,1999,Cosmology,Caltech
2297,103142,Paper_103142,1999,Astrophysics,Cambridge
2298,103147,Paper_103147,1997,Particle Physics,Stanford
2299,103151,Paper_103151,2003,Particle Physics,MIT
2300,103155,Paper_103155,1993,Astrophysics,ETH Zurich
2301,103157,Paper_103157,2002,String Theory,MIT
2302,103159,Paper_103159,2000,Particle Physics,Oxford
2303,103163,Paper_103163,2003,Cosmology,Harvard
2304,103164,Paper_103164,1994,High Energy Physics,Max Planck
2305,103166,Paper_103166,1998,Astrophysics,Stanford
2306,103168,Paper_103168,1997,Cosmology,Stanford
2307,103170,Paper_103170,1994,Quantum Gravity,Stanford
2308,103173,Paper_103173,2003,Astrophysics,Oxford
2309,103178,Paper_103178,1996,String Theory,ETH Zurich
2310,103179,Paper_103179,1996,Particle Physics,Stanford
2311,103180,Paper_103180,1993,Quantum Gravity,Caltech
2312,103182,Paper_103182,1992,Cosmology,Cambridge
2313,103183,Paper_103183,1992,High Energy Physics,ETH Zurich
2314,103184,Paper_103184,1999,Cosmology,CERN
2315,103185,Paper_103185,2001,High Energy Physics,Caltech
2316,103187,Paper_103187,1995,Cosmology,ETH Zurich
2317,103189,Paper_103189,1999,High Energy Physics,ETH Zurich
2318,103190,Paper_103190,1993,Cosmology,Harvard
2319,103192,Paper_103192,1992,Quantum Gravity,Max Planck
2320,103194,Paper_103194,1996,Cosmology,Max Planck
2321,103195,Paper_103195,1995,Astrophysics,Stanford
2322,103197,Paper_103197,1994,Astrophysics,Princeton
2323,103199,Paper_103199,1992,Quantum Gravity,CERN
2324,103201,Paper_103201,2002,Cosmology,Harvard
2325,103202,Paper_103202,1996,String Theory,MIT
2326,103203,Paper_103203,1992,Astrophysics,Oxford
2327,103207,Paper_103207,1994,Quantum Gravity,Cambridge
2328,103208,Paper_103208,2001,Particle Physics,Harvard
2329,103210,Paper_103210,2001,Cosmology,Stanford
2330,103211,Paper_103211,1999,Particle Physics,Harvard
2331,103213,Paper_103213,1997,Astrophysics,MIT
2332,103214,Paper_103214,1996,String Theory,Princeton
2333,103215,Paper_103215,1998,Astrophysics,Oxford
2334,103217,Paper_103217,2000,Astrophysics,Cambridge
2335,103218,Paper_103218,1999,Quantum Gravity,MIT
2336,103219,Paper_103219,2003,String Theory,Princeton
2337,103221,Paper_103221,2000,High Energy Physics,Max Planck
2338,103223,Paper_103223,1995,Particle Physics,Caltech
2339,103224,Paper_103224,2001,Astrophysics,MIT
2340,103230,Paper_103230,2001,Particle Physics,Max Planck
2341,103231,Paper_103231,1993,High Energy Physics,Harvard
2342,103234,Paper_103234,2003,String Theory,Oxford
2343,103235,Paper_103235,2001,String Theory,Cambridge
2344,103237,Paper_103237,2000,Cosmology,Harvard
2345,103238,Paper_103238,1997,Quantum Gravity,Harvard
2346,103239,Paper_103239,2001,High Energy Physics,Max Planck
2347,103242,Paper_103242,2003,Particle Physics,ETH Zurich
2348,103243,Paper_103243,1999,Quantum Gravity,Harvard
2349,103244,Paper_103244,1995,Particle Physics,Cambridge
2350,103247,Paper_103247,1995,Astrophysics,MIT
2351,103248,Paper_103248,1992,High Energy Physics,MIT
2352,103251,Paper_103251,2003,Quantum Gravity,Harvard
2353,103252,Paper_103252,1998,High Energy Physics,CERN
2354,103256,Paper_103256,1997,String Theory,Max Planck
2355,103258,Paper_103258,2002,Quantum Gravity,CERN
2356,103259,Paper_103259,2002,Quantum Gravity,Cambridge
2357,103263,Paper_103263,1996,Astrophysics,Cambridge
2358,103264,Paper_103264,1996,Cosmology,Max Planck
2359,103265,Paper_103265,1997,Astrophysics,MIT
2360,103269,Paper_103269,2002,String Theory,Princeton
2361,103271,Paper_103271,1998,Particle Physics,Harvard
2362,103272,Paper_103272,2001,Astrophysics,Stanford
2363,103274,Paper_103274,1995,String Theory,Princeton
2364,103275,Paper_103275,2002,High Energy Physics,ETH Zurich
2365,103278,Paper_103278,1992,Particle Physics,Stanford
2366,103279,Paper_103279,1999,Quantum Gravity,ETH Zurich
2367,103280,Paper_103280,2000,String Theory,ETH Zurich
2368,103281,Paper_103281,1998,Particle Physics,CERN
2369,103284,Paper_103284,2000,String Theory,Harvard
2370,103286,Paper_103286,2003,Particle Physics,Princeton
2371,103287,Paper_103287,2000,Cosmology,CERN
2372,103289,Paper_103289,1995,Cosmology,Princeton
2373,103290,Paper_103290,1997,Astrophysics,Stanford
2374,103294,Paper_103294,1996,Astrophysics,Princeton
2375,103295,Paper_103295,1998,Particle Physics,Max Planck
2376,103299,Paper_103299,1994,Cosmology,Harvard
2377,103300,Paper_103300,1998,Quantum Gravity,Harvard
2378,103304,Paper_103304,1993,String Theory,Princeton
2379,103305,Paper_103305,2003,Astrophysics,Cambridge
2380,103306,Paper_103306,1998,Astrophysics,ETH Zurich
2381,103307,Paper_103307,1995,String Theory,ETH Zurich
2382,103311,Paper_103311,1996,Quantum Gravity,Max Planck
2383,103312,Paper_103312,1996,Quantum Gravity,MIT
2384,103314,Paper_103314,1997,Astrophysics,Caltech
2385,103315,Paper_103315,1993,High Energy Physics,Max Planck
2386,103316,Paper_103316,1992,High Energy Physics,Max Planck
2387,103317,Paper_103317,1994,Quantum Gravity,Princeton
2388,103318,Paper_103318,1999,Particle Physics,Max Planck
2389,103319,Paper_103319,1996,String Theory,Stanford
2390,103320,Paper_103320,1993,Cosmology,Stanford
2391,103322,Paper_103322,1995,Particle Physics,CERN
2392,103324,Paper_103324,1999,High Energy Physics,Max Planck
2393,103326,Paper_103326,1993,Astrophysics,Cambridge
2394,103328,Paper_103328,1992,Particle Physics,Harvard
2395,103330,Paper_103330,1993,String Theory,ETH Zurich
2396,103331,Paper_103331,1992,Astrophysics,Max Planck
2397,103335,Paper_103335,2002,Particle Physics,Cambridge
2398,103338,Paper_103338,1992,Cosmology,Cambridge
2399,103339,Paper_103339,2002,Quantum Gravity,Princeton
2400,103346,Paper_103346,1995,Quantum Gravity,Cambridge
2401,104010,Paper_104010,1996,Cosmology,Princeton
2402,104013,Paper_104013,1999,Particle Physics,MIT
2403,104015,Paper_104015,1996,Quantum Gravity,Stanford
2404,104016,Paper_104016,1996,Astrophysics,CERN
2405,104018,Paper_104018,2001,Cosmology,Max Planck
2406,104020,Paper_104020,1993,Quantum Gravity,Max Planck
2407,104021,Paper_104021,1997,Cosmology,Princeton
2408,104024,Paper_104024,1996,Quantum Gravity,Cambridge
2409,104027,Paper_104027,2001,Quantum Gravity,Stanford
2410,104028,Paper_104028,1993,String Theory,Harvard
2411,104033,Paper_104033,1997,Cosmology,ETH Zurich
2412,104034,Paper_104034,1992,Quantum Gravity,CERN
2413,104035,Paper_104035,1999,Particle Physics,CERN
2414,104037,Paper_104037,1993,High Energy Physics,CERN
2415,104038,Paper_104038,1993,High Energy Physics,Oxford
2416,104040,Paper_104040,1994,Particle Physics,Harvard
2417,104041,Paper_104041,2001,Particle Physics,ETH Zurich
2418,104047,Paper_104047,2001,String Theory,Cambridge
2419,104048,Paper_104048,1997,Quantum Gravity,Max Planck
2420,104049,Paper_104049,1993,High Energy Physics,Harvard
2421,104051,Paper_104051,1994,Astrophysics,ETH Zurich
2422,104052,Paper_104052,1993,High Energy Physics,Cambridge
2423,104056,Paper_104056,2002,Particle Physics,ETH Zurich
2424,104057,Paper_104057,1999,Quantum Gravity,Caltech
2425,104058,Paper_104058,1994,Cosmology,Cambridge
2426,104060,Paper_104060,1997,High Energy Physics,Stanford
2427,104062,Paper_104062,2003,Particle Physics,Princeton
2428,104063,Paper_104063,1997,High Energy Physics,ETH Zurich
2429,104067,Paper_104067,1992,Astrophysics,ETH Zurich
2430,104071,Paper_104071,1993,String Theory,ETH Zurich
2431,104072,Paper_104072,1999,Quantum Gravity,Cambridge
2432,104073,Paper_104073,1997,Cosmology,Harvard
2433,104074,Paper_104074,1994,Cosmology,MIT
2434,104075,Paper_104075,1998,Particle Physics,MIT
2435,104076,Paper_104076,1997,Cosmology,MIT
2436,104078,Paper_104078,1996,Cosmology,ETH Zurich
2437,104080,Paper_104080,1998,Cosmology,Oxford
2438,104085,Paper_104085,1995,Cosmology,Caltech
2439,104088,Paper_104088,2000,Quantum Gravity,ETH Zurich
2440,104090,Paper_104090,1998,Astrophysics,Princeton
2441,104091,Paper_104091,1995,Particle Physics,Harvard
2442,104095,Paper_104095,1998,High Energy Physics,Harvard
2443,104097,Paper_104097,1997,Cosmology,Caltech
2444,104098,Paper_104098,1994,Particle Physics,MIT
2445,104100,Paper_104100,2003,Particle Physics,Harvard
2446,104101,Paper_104101,1999,Astrophysics,Harvard
2447,104103,Paper_104103,2001,High Energy Physics,Princeton
2448,104104,Paper_104104,2000,Astrophysics,ETH Zurich
2449,104105,Paper_104105,1994,String Theory,Oxford
2450,104106,Paper_104106,1993,Cosmology,MIT
2451,104108,Paper_104108,2002,Cosmology,Oxford
2452,104109,Paper_104109,1997,High Energy Physics,CERN
2453,104110,Paper_104110,1993,Quantum Gravity,Stanford
2454,104112,Paper_104112,2001,Particle Physics,CERN
2455,104113,Paper_104113,1994,Particle Physics,Stanford
2456,104116,Paper_104116,1999,Cosmology,Cambridge
2457,104117,Paper_104117,1998,Cosmology,Harvard
2458,104120,Paper_104120,1999,Quantum Gravity,Caltech
2459,104121,Paper_104121,2002,String Theory,Cambridge
2460,104122,Paper_104122,2001,Particle Physics,Cambridge
2461,104126,Paper_104126,1998,Particle Physics,Princeton
2462,104127,Paper_104127,1993,Cosmology,CERN
2463,104130,Paper_104130,2001,Cosmology,Oxford
2464,104131,Paper_104131,1994,String Theory,CERN
2465,104134,Paper_104134,1997,Cosmology,CERN
2466,104137,Paper_104137,1992,Particle Physics,Max Planck
2467,104141,Paper_104141,1997,Astrophysics,Cambridge
2468,104145,Paper_104145,1992,Quantum Gravity,Oxford
2469,104146,Paper_104146,2003,Cosmology,Oxford
2470,104148,Paper_104148,2002,String Theory,Oxford
2471,104150,Paper_104150,1998,High Energy Physics,Oxford
2472,104151,Paper_104151,2000,Quantum Gravity,Stanford
2473,104152,Paper_104152,1999,Quantum Gravity,Caltech
2474,104153,Paper_104153,2000,High Energy Physics,Princeton
2475,104162,Paper_104162,1998,Quantum Gravity,Cambridge
2476,104164,Paper_104164,2002,Quantum Gravity,Stanford
2477,104166,Paper_104166,1992,Astrophysics,CERN
2478,104168,Paper_104168,1994,Particle Physics,ETH Zurich
2479,104170,Paper_104170,2002,High Energy Physics,Stanford
2480,104172,Paper_104172,1993,Quantum Gravity,Oxford
2481,104173,Paper_104173,1999,Particle Physics,Harvard
2482,104174,Paper_104174,1998,Cosmology,Stanford
2483,104176,Paper_104176,1999,Cosmology,Oxford
2484,104178,Paper_104178,2000,High Energy Physics,Oxford
2485,104184,Paper_104184,1997,Quantum Gravity,Stanford
2486,104186,Paper_104186,1998,Cosmology,CERN
2487,104187,Paper_104187,2001,High Energy Physics,Caltech
2488,104189,Paper_104189,2003,Cosmology,Cambridge
2489,104190,Paper_104190,1998,Cosmology,Harvard
2490,104198,Paper_104198,1997,Astrophysics,CERN
2491,104199,Paper_104199,2001,High Energy Physics,Princeton
2492,104200,Paper_104200,1993,Cosmology,ETH Zurich
2493,104201,Paper_104201,2003,Astrophysics,Stanford
2494,104205,Paper_104205,2003,Particle Physics,Max Planck
2495,104210,Paper_104210,1996,High Energy Physics,Max Planck
2496,104218,Paper_104218,1993,Cosmology,Harvard
2497,104220,Paper_104220,1993,Quantum Gravity,ETH Zurich
2498,104221,Paper_104221,2002,Particle Physics,MIT
2499,104225,Paper_104225,2002,Particle Physics,Max Planck
2500,104226,Paper_104226,2001,String Theory,Harvard
2501,104227,Paper_104227,1992,String Theory,Max Planck
2502,104228,Paper_104228,1992,High Energy Physics,ETH Zurich
2503,104230,Paper_104230,2000,High Energy Physics,Harvard
2504,104232,Paper_104232,2003,String Theory,Oxford
2505,104235,Paper_104235,1997,String Theory,Cambridge
2506,104236,Paper_104236,1994,Astrophysics,Harvard
2507,104238,Paper_104238,2003,String Theory,Harvard
2508,104240,Paper_104240,1996,Astrophysics,ETH Zurich
2509,104242,Paper_104242,2001,Quantum Gravity,Harvard
2510,104245,Paper_104245,1992,Particle Physics,Cambridge
2511,104246,Paper_104246,2003,Cosmology,CERN
2512,104253,Paper_104253,1996,High Energy Physics,MIT
2513,104254,Paper_104254,1994,Cosmology,MIT
2514,104256,Paper_104256,1996,String Theory,Stanford
2515,104258,Paper_104258,2001,String Theory,Cambridge
2516,104259,Paper_104259,1996,Astrophysics,MIT
2517,104260,Paper_104260,2001,Quantum Gravity,Harvard
2518,104261,Paper_104261,2003,Quantum Gravity,ETH Zurich
2519,104262,Paper_104262,1997,Quantum Gravity,Cambridge
2520,104266,Paper_104266,2003,Quantum Gravity,ETH Zurich
2521,104267,Paper_104267,1994,Cosmology,CERN
2522,104269,Paper_104269,1997,Astrophysics,Stanford
2523,104271,Paper_104271,2001,Quantum Gravity,ETH Zurich
2524,104274,Paper_104274,1998,High Energy Physics,Caltech
2525,104275,Paper_104275,2002,High Energy Physics,Stanford
2526,104277,Paper_104277,1995,Cosmology,Princeton
2527,104278,Paper_104278,1992,Particle Physics,Cambridge
2528,104280,Paper_104280,1993,Astrophysics,Stanford
2529,104283,Paper_104283,1999,High Energy Physics,ETH Zurich
2530,104284,Paper_104284,1996,High Energy Physics,Max Planck
2531,104285,Paper_104285,1995,High Energy Physics,Oxford
2532,104291,Paper_104291,1999,String Theory,Stanford
2533,104293,Paper_104293,2000,High Energy Physics,CERN
2534,104294,Paper_104294,1996,High Energy Physics,Oxford
2535,104300,Paper_104300,2002,String Theory,Max Planck
2536,104303,Paper_104303,2002,Astrophysics,MIT
2537,104304,Paper_104304,2000,Particle Physics,Princeton
2538,104308,Paper_104308,1998,Cosmology,Cambridge
2539,104312,Paper_104312,1997,String Theory,Cambridge
2540,104315,Paper_104315,1993,String Theory,Harvard
2541,104316,Paper_104316,1998,High Energy Physics,Caltech
2542,104317,Paper_104317,2003,Particle Physics,Harvard
2543,105003,Paper_105003,1995,Cosmology,Princeton
2544,105004,Paper_105004,2002,Particle Physics,Stanford
2545,105005,Paper_105005,1997,Cosmology,CERN
2546,105008,Paper_105008,2002,Astrophysics,MIT
2547,105009,Paper_105009,1992,High Energy Physics,MIT
2548,105011,Paper_105011,2000,Astrophysics,ETH Zurich
2549,105017,Paper_105017,1997,Quantum Gravity,Cambridge
2550,105023,Paper_105023,1996,Quantum Gravity,CERN
2551,105025,Paper_105025,1992,Cosmology,MIT
2552,105027,Paper_105027,1992,Cosmology,Caltech
2553,105028,Paper_105028,2001,Particle Physics,MIT
2554,105029,Paper_105029,2003,Astrophysics,MIT
2555,105034,Paper_105034,2001,Quantum Gravity,Oxford
2556,105037,Paper_105037,2002,Particle Physics,Harvard
2557,105041,Paper_105041,1994,Astrophysics,Stanford
2558,105049,Paper_105049,1996,String Theory,ETH Zurich
2559,105050,Paper_105050,2002,Astrophysics,ETH Zurich
2560,105053,Paper_105053,1996,High Energy Physics,Princeton
2561,105054,Paper_105054,1996,Quantum Gravity,MIT
2562,105056,Paper_105056,1996,Astrophysics,Oxford
2563,105057,Paper_105057,1998,String Theory,CERN
2564,105062,Paper_105062,1996,String Theory,Stanford
2565,105063,Paper_105063,1999,Astrophysics,ETH Zurich
2566,105064,Paper_105064,1995,Cosmology,Oxford
2567,105066,Paper_105066,1994,Particle Physics,ETH Zurich
2568,105067,Paper_105067,1993,Quantum Gravity,Max Planck
2569,105069,Paper_105069,1998,Quantum Gravity,Harvard
2570,105071,Paper_105071,2002,Astrophysics,ETH Zurich
2571,105073,Paper_105073,2003,String Theory,MIT
2572,105078,Paper_105078,1992,Astrophysics,MIT
2573,105080,Paper_105080,2001,Particle Physics,Cambridge
2574,105084,Paper_105084,1999,Astrophysics,ETH Zurich
2575,105087,Paper_105087,1994,Particle Physics,CERN
2576,105088,Paper_105088,1992,Particle Physics,Oxford
2577,105089,Paper_105089,1996,Quantum Gravity,Princeton
2578,105090,Paper_105090,1998,Cosmology,CERN
2579,105093,Paper_105093,2000,Particle Physics,ETH Zurich
2580,105096,Paper_105096,1999,High Energy Physics,Oxford
2581,105097,Paper_105097,2003,Astrophysics,Max Planck
2582,105103,Paper_105103,1995,Astrophysics,Oxford
2583,105105,Paper_105105,2003,High Energy Physics,MIT
2584,105108,Paper_105108,2001,Cosmology,Princeton
2585,105110,Paper_105110,1997,Particle Physics,Cambridge
2586,105111,Paper_105111,1998,Astrophysics,MIT
2587,105113,Paper_105113,1997,Cosmology,Princeton
2588,105121,Paper_105121,1993,High Energy Physics,Cambridge
2589,105123,Paper_105123,2002,Quantum Gravity,Stanford
2590,105126,Paper_105126,2000,Astrophysics,Oxford
2591,105128,Paper_105128,2002,Quantum Gravity,Cambridge
2592,105129,Paper_105129,2003,High Energy Physics,MIT
2593,105132,Paper_105132,2002,Particle Physics,Princeton
2594,105134,Paper_105134,1999,Astrophysics,ETH Zurich
2595,105136,Paper_105136,2003,Quantum Gravity,Stanford
2596,105139,Paper_105139,1992,Quantum Gravity,CERN
2597,105140,Paper_105140,2003,Cosmology,Caltech
2598,105145,Paper_105145,1999,High Energy Physics,MIT
2599,105149,Paper_105149,2000,Particle Physics,Cambridge
2600,105150,Paper_105150,1999,Cosmology,ETH Zurich
2601,105151,Paper_105151,1992,Astrophysics,Princeton
2602,105154,Paper_105154,1992,String Theory,CERN
2603,105155,Paper_105155,1998,Astrophysics,Caltech
2604,105158,Paper_105158,2002,Particle Physics,Max Planck
2605,105159,Paper_105159,1999,Particle Physics,Max Planck
2606,105160,Paper_105160,1994,Particle Physics,Harvard
2607,105161,Paper_105161,1995,Astrophysics,CERN
2608,105163,Paper_105163,2003,Quantum Gravity,ETH Zurich
2609,105165,Paper_105165,2002,Astrophysics,ETH Zurich
2610,105166,Paper_105166,2001,Astrophysics,Caltech
2611,105172,Paper_105172,2003,Particle Physics,Stanford
2612,105175,Paper_105175,1992,Quantum Gravity,CERN
2613,105177,Paper_105177,1996,Astrophysics,ETH Zurich
2614,105178,Paper_105178,2001,Quantum Gravity,Harvard
2615,105180,Paper_105180,1993,Astrophysics,MIT
2616,105183,Paper_105183,1999,Cosmology,Harvard
2617,105187,Paper_105187,1995,Astrophysics,Caltech
2618,105188,Paper_105188,1998,String Theory,Oxford
2619,105189,Paper_105189,1997,Astrophysics,Harvard
2620,105192,Paper_105192,2000,Quantum Gravity,Princeton
2621,105194,Paper_105194,1995,Astrophysics,Harvard
2622,105196,Paper_105196,1994,String Theory,MIT
2623,105199,Paper_105199,1993,String Theory,Stanford
2624,105200,Paper_105200,1998,Quantum Gravity,Princeton
2625,105204,Paper_105204,2000,Quantum Gravity,ETH Zurich
2626,105205,Paper_105205,1995,Cosmology,CERN
2627,105207,Paper_105207,1994,Astrophysics,Harvard
2628,105212,Paper_105212,1998,Quantum Gravity,CERN
2629,105213,Paper_105213,1999,Astrophysics,CERN
2630,105214,Paper_105214,1992,Quantum Gravity,MIT
2631,105216,Paper_105216,2003,Particle Physics,Harvard
2632,105217,Paper_105217,1996,High Energy Physics,ETH Zurich
2633,105222,Paper_105222,2003,Quantum Gravity,Caltech
2634,105224,Paper_105224,1994,Particle Physics,Cambridge
2635,105225,Paper_105225,2000,High Energy Physics,Oxford
2636,105226,Paper_105226,1995,Quantum Gravity,Harvard
2637,105229,Paper_105229,2003,Astrophysics,Harvard
2638,105230,Paper_105230,1994,Particle Physics,ETH Zurich
2639,105234,Paper_105234,2001,Astrophysics,Cambridge
2640,105235,Paper_105235,1997,High Energy Physics,CERN
2641,105236,Paper_105236,2000,Quantum Gravity,Caltech
2642,105238,Paper_105238,1993,Cosmology,MIT
2643,105239,Paper_105239,2001,String Theory,Max Planck
2644,105242,Paper_105242,2000,Quantum Gravity,ETH Zurich
2645,105246,Paper_105246,2002,Particle Physics,Caltech
2646,105247,Paper_105247,1996,Astrophysics,Caltech
2647,105250,Paper_105250,1993,Quantum Gravity,ETH Zurich
2648,105252,Paper_105252,1999,Quantum Gravity,Stanford
2649,105253,Paper_105253,2002,Astrophysics,CERN
2650,105258,Paper_105258,2002,String Theory,Cambridge
2651,105261,Paper_105261,1995,High Energy Physics,Cambridge
2652,105262,Paper_105262,1997,Cosmology,ETH Zurich
2653,105263,Paper_105263,1992,Astrophysics,CERN
2654,105267,Paper_105267,2000,Quantum Gravity,Stanford
2655,105268,Paper_105268,1992,High Energy Physics,Max Planck
2656,105269,Paper_105269,1993,Astrophysics,Caltech
2657,105273,Paper_105273,2003,High Energy Physics,Harvard
2658,105274,Paper_105274,2001,String Theory,Oxford
2659,105277,Paper_105277,1995,Particle Physics,Princeton
2660,105278,Paper_105278,1995,Astrophysics,Princeton
2661,105280,Paper_105280,1995,Astrophysics,Caltech
2662,105281,Paper_105281,2003,High Energy Physics,Caltech
2663,105283,Paper_105283,1998,Quantum Gravity,MIT
2664,105287,Paper_105287,1999,Cosmology,ETH Zurich
2665,105288,Paper_105288,1992,High Energy Physics,Stanford
2666,105291,Paper_105291,1995,Cosmology,ETH Zurich
2667,105292,Paper_105292,1994,High Energy Physics,Princeton
2668,105293,Paper_105293,1994,High Energy Physics,Caltech
2669,105294,Paper_105294,2002,String Theory,Cambridge
2670,105295,Paper_105295,1995,String Theory,Stanford
2671,105297,Paper_105297,1992,Particle Physics,Harvard
2672,105302,Paper_105302,1992,String Theory,Stanford
2673,105306,Paper_105306,1993,High Energy Physics,ETH Zurich
2674,105308,Paper_105308,1998,Quantum Gravity,Princeton
2675,105311,Paper_105311,1995,String Theory,Harvard
2676,105312,Paper_105312,1994,Particle Physics,Harvard
2677,105317,Paper_105317,1994,Cosmology,Max Planck
2678,105318,Paper_105318,1995,Astrophysics,Oxford
2679,105319,Paper_105319,2000,High Energy Physics,Caltech
2680,105320,Paper_105320,2001,High Energy Physics,ETH Zurich
2681,105323,Paper_105323,1996,Astrophysics,Oxford
2682,105324,Paper_105324,2003,Quantum Gravity,Caltech
2683,105325,Paper_105325,1997,High Energy Physics,Harvard
2684,105326,Paper_105326,1995,Cosmology,Stanford
2685,105327,Paper_105327,2001,Astrophysics,Oxford
2686,105331,Paper_105331,1992,Astrophysics,ETH Zurich
2687,105334,Paper_105334,2003,Cosmology,CERN
2688,105335,Paper_105335,1998,Cosmology,Oxford
2689,105336,Paper_105336,1999,Particle Physics,MIT
2690,105340,Paper_105340,1999,High Energy Physics,Caltech
2691,105344,Paper_105344,1993,Cosmology,CERN
2692,105348,Paper_105348,2003,Particle Physics,Oxford
2693,105349,Paper_105349,1995,Quantum Gravity,Princeton
2694,106002,Paper_106002,1996,Quantum Gravity,MIT
2695,106005,Paper_106005,1992,High Energy Physics,Cambridge
2696,106017,Paper_106017,1994,Particle Physics,ETH Zurich
2697,106021,Paper_106021,2001,Particle Physics,Harvard
2698,106022,Paper_106022,1992,High Energy Physics,ETH Zurich
2699,106023,Paper_106023,1994,Particle Physics,Oxford
2700,106025,Paper_106025,1994,String Theory,ETH Zurich
2701,106027,Paper_106027,2003,Particle Physics,CERN
2702,106029,Paper_106029,2002,Astrophysics,Oxford
2703,106033,Paper_106033,2003,String Theory,Max Planck
2704,106034,Paper_106034,1992,String Theory,Oxford
2705,106040,Paper_106040,1996,Particle Physics,Harvard
2706,106044,Paper_106044,2000,Cosmology,Caltech
2707,106045,Paper_106045,2002,Astrophysics,Harvard
2708,106049,Paper_106049,1997,Particle Physics,CERN
2709,106050,Paper_106050,2000,Particle Physics,Princeton
2710,106052,Paper_106052,1992,Astrophysics,Oxford
2711,106057,Paper_106057,1997,High Energy Physics,Harvard
2712,106060,Paper_106060,1992,String Theory,Princeton
2713,106063,Paper_106063,1994,Particle Physics,Max Planck
2714,106064,Paper_106064,2003,Astrophysics,Max Planck
2715,106067,Paper_106067,2003,Quantum Gravity,Stanford
2716,106070,Paper_106070,1997,Quantum Gravity,Max Planck
2717,106071,Paper_106071,1993,Particle Physics,ETH Zurich
2718,106072,Paper_106072,2003,Cosmology,Caltech
2719,106075,Paper_106075,2003,Quantum Gravity,Princeton
2720,106081,Paper_106081,1997,String Theory,Max Planck
2721,106082,Paper_106082,2002,High Energy Physics,Cambridge
2722,106083,Paper_106083,1992,Astrophysics,Princeton
2723,106084,Paper_106084,1997,High Energy Physics,ETH Zurich
2724,106085,Paper_106085,2000,Cosmology,MIT
2725,106086,Paper_106086,1999,Particle Physics,Max Planck
2726,106088,Paper_106088,2002,Cosmology,Cambridge
2727,106089,Paper_106089,1999,Cosmology,Princeton
2728,106093,Paper_106093,2002,Particle Physics,MIT
2729,106094,Paper_106094,1995,High Energy Physics,MIT
2730,106097,Paper_106097,1993,High Energy Physics,Stanford
2731,106098,Paper_106098,1996,Astrophysics,MIT
2732,106100,Paper_106100,1994,String Theory,MIT
2733,106104,Paper_106104,2003,Quantum Gravity,ETH Zurich
2734,106105,Paper_106105,1994,Quantum Gravity,Max Planck
2735,106110,Paper_106110,2002,Astrophysics,Cambridge
2736,106112,Paper_106112,1998,Particle Physics,Max Planck
2737,106113,Paper_106113,1994,High Energy Physics,Princeton
2738,106116,Paper_106116,1998,High Energy Physics,CERN
2739,106119,Paper_106119,1996,Quantum Gravity,MIT
2740,106123,Paper_106123,1992,Quantum Gravity,Max Planck
2741,106128,Paper_106128,2002,String Theory,Oxford
2742,106130,Paper_106130,2001,String Theory,Princeton
2743,106135,Paper_106135,1999,Cosmology,Max Planck
2744,106139,Paper_106139,2000,High Energy Physics,ETH Zurich
2745,106140,Paper_106140,1996,Cosmology,Stanford
2746,106141,Paper_106141,1996,Quantum Gravity,Cambridge
2747,106144,Paper_106144,1995,High Energy Physics,Princeton
2748,106147,Paper_106147,1996,Astrophysics,Stanford
2749,106149,Paper_106149,1997,String Theory,ETH Zurich
2750,106153,Paper_106153,1994,Cosmology,Stanford
2751,106154,Paper_106154,2003,Cosmology,Cambridge
2752,106155,Paper_106155,1994,Quantum Gravity,Stanford
2753,106156,Paper_106156,1994,Quantum Gravity,MIT
2754,106158,Paper_106158,1992,String Theory,Harvard
2755,106159,Paper_106159,1994,High Energy Physics,Cambridge
2756,106160,Paper_106160,1997,Quantum Gravity,Caltech
2757,106162,Paper_106162,2000,Particle Physics,CERN
2758,106163,Paper_106163,2002,String Theory,Princeton
2759,106165,Paper_106165,1994,String Theory,ETH Zurich
2760,106166,Paper_106166,2000,Quantum Gravity,Max Planck
2761,106168,Paper_106168,1996,Astrophysics,CERN
2762,106169,Paper_106169,1998,High Energy Physics,Stanford
2763,106176,Paper_106176,1999,String Theory,Stanford
2764,106179,Paper_106179,1992,Particle Physics,Max Planck
2765,106189,Paper_106189,2000,String Theory,Cambridge
2766,106190,Paper_106190,1999,String Theory,Harvard
2767,106195,Paper_106195,2002,Quantum Gravity,Harvard
2768,106199,Paper_106199,2003,High Energy Physics,Princeton
2769,106201,Paper_106201,2003,Astrophysics,ETH Zurich
2770,106203,Paper_106203,1992,Quantum Gravity,Max Planck
2771,106204,Paper_106204,1993,String Theory,CERN
2772,106205,Paper_106205,1998,Cosmology,Caltech
2773,106206,Paper_106206,1999,String Theory,MIT
2774,106207,Paper_106207,1997,Astrophysics,Harvard
